
H:\Amazon\EC2>psql -U ubuntu -h ec2.cmack.org -d production -f pm-number.sql 
Output format is unaligned.
Field separator is "	".
maptype	book	page	number
Parcel Map	27	146	3020
Parcel Map	27	148	3021
Parcel Map	28	1	3022
Parcel Map	28	4	3023
Parcel Map	28	5	3024
Parcel Map	28	6	3025
Parcel Map	28	8	3026
Parcel Map	28	10	3027
Parcel Map	28	12	3028
Parcel Map	28	14	3029
Parcel Map	28	16	3030
Parcel Map	28	18	3031
Parcel Map	28	19	3032
Parcel Map	28	21	3033
Parcel Map	28	23	3034
Parcel Map	28	25	3035
Parcel Map	28	27	3036
Parcel Map	28	29	3037
Parcel Map	28	31	3038
Parcel Map	28	32	3039
Parcel Map	28	34	3040
Parcel Map	28	35	3041
Parcel Map	28	36	3042
Parcel Map	28	38	3043
Parcel Map	28	40	3044
Parcel Map	28	42	3045
Parcel Map	28	43	3046
Parcel Map	28	45	3047
Parcel Map	28	46	3048
Parcel Map	28	48	3049
Parcel Map	28	53	3050
Parcel Map	28	54	3051
Parcel Map	28	56	3052
Parcel Map	28	58	3053
Parcel Map	28	60	3054
Parcel Map	28	62	3055
Parcel Map	28	64	3056
Parcel Map	28	66	3057
Parcel Map	28	68	3058
Parcel Map	28	70	3059
Parcel Map	28	72	3060
Parcel Map	28	75	3061
Parcel Map	28	77	3062
Parcel Map	28	78	3063
Parcel Map	28	79	3064
Parcel Map	28	80	3065
Parcel Map	28	81	3066
Parcel Map	28	82	3067
Parcel Map	28	83	3068
Parcel Map	28	85	3069
Parcel Map	28	87	3070
Parcel Map	28	89	3071
Parcel Map	28	92	3072
Parcel Map	28	94	3073
Parcel Map	28	95	3074
Parcel Map	28	96	3075
Parcel Map	28	98	3076
Parcel Map	28	100	3077
Parcel Map	28	101	3078
Parcel Map	28	103	3079
Parcel Map	28	104	3080
Parcel Map	28	106	3081
Parcel Map	28	108	3082
Parcel Map	28	109	3083
Parcel Map	28	111	3084
Parcel Map	28	113	3085
Parcel Map	28	115	3086
Parcel Map	28	116	3087
Parcel Map	28	118	3088
Parcel Map	28	119	3089
Parcel Map	28	121	3090
Parcel Map	28	122	3091
Parcel Map	28	123	3092
Parcel Map	28	124	3093
Parcel Map	28	125	3094
Parcel Map	28	127	3095
Parcel Map	28	129	3096
Parcel Map	28	131	3097
Parcel Map	28	133	3098
Parcel Map	28	134	3099
Parcel Map	28	135	3100
Parcel Map	28	137	3101
Parcel Map	28	139	3102
Parcel Map	28	144	3103
Parcel Map	28	146	3104
Parcel Map	28	148	3105
Parcel Map	28	149	3106
Parcel Map	29	1	3107
Parcel Map	29	3	3108
Parcel Map	29	5	3109
Parcel Map	29	6	3110
Parcel Map	29	7	3111
Parcel Map	29	9	3112
Parcel Map	29	11	3113
Parcel Map	29	12	3114
Parcel Map	29	13	3115
Parcel Map	29	15	3116
Parcel Map	29	17	3117
Parcel Map	29	20	3118
Parcel Map	29	22	3119
Parcel Map	29	24	3120
Parcel Map	29	26	3121
Parcel Map	29	28	3122
Parcel Map	29	30	3123
Parcel Map	29	32	3124
Parcel Map	29	34	3125
Parcel Map	29	36	3126
Parcel Map	29	38	3127
Parcel Map	29	40	3128
Parcel Map	29	41	3129
Parcel Map	29	43	3130
Parcel Map	29	45	3131
Parcel Map	29	46	3132
Parcel Map	29	48	3133
Parcel Map	29	50	3134
Parcel Map	29	52	3135
Parcel Map	29	54	3136
Parcel Map	29	56	3137
Parcel Map	29	58	3138
Parcel Map	29	64	3139
Parcel Map	29	67	3140
Parcel Map	29	69	3141
Parcel Map	29	71	3142
Parcel Map	29	73	3143
Parcel Map	29	75	3144
Parcel Map	29	77	3145
Parcel Map	29	79	3146
Parcel Map	29	80	3147
Parcel Map	29	82	3148
Parcel Map	29	84	3149
Parcel Map	29	86	3150
Parcel Map	29	88	3151
Parcel Map	29	90	3152
Parcel Map	29	92	3153
Parcel Map	29	93	3154
Parcel Map	29	95	3155
Parcel Map	29	97	3156
Parcel Map	29	98	3157
Parcel Map	29	100	3158
Parcel Map	29	102	3159
Parcel Map	29	104	3160
Parcel Map	29	106	3161
Parcel Map	29	108	3162
Parcel Map	29	110	3163
Parcel Map	29	112	3164
Parcel Map	29	113	3165
Parcel Map	29	115	3166
Parcel Map	29	117	3167
Parcel Map	29	118	3168
Parcel Map	29	120	3169
Parcel Map	29	121	3170
Parcel Map	29	123	3171
Parcel Map	29	124	3172
Parcel Map	29	126	3173
Parcel Map	29	128	3174
Parcel Map	29	130	3175
Parcel Map	29	132	3176
Parcel Map	29	134	3177
Parcel Map	29	136	3178
Parcel Map	29	138	3179
Parcel Map	29	140	3180
Parcel Map	29	141	3181
Parcel Map	29	143	3182
Parcel Map	29	145	3183
Parcel Map	29	146	3184
Parcel Map	29	148	3185
Parcel Map	29	150	3186
Parcel Map	30	1	3187
Parcel Map	30	3	3188
Parcel Map	30	5	3189
Parcel Map	30	7	3190
Parcel Map	30	9	3191
Parcel Map	30	11	3192
Parcel Map	30	12	3193
Parcel Map	30	14	3194
Parcel Map	30	16	3195
Parcel Map	30	18	3196
Parcel Map	30	20	3197
Parcel Map	30	22	3198
Parcel Map	30	23	3199
Parcel Map	30	25	3200
Parcel Map	30	27	3201
Parcel Map	30	29	3202
Parcel Map	30	31	3203
Parcel Map	30	32	3204
Parcel Map	30	35	3205
Parcel Map	30	37	3206
Parcel Map	30	39	3207
Parcel Map	30	41	3208
Parcel Map	30	43	3209
Parcel Map	30	44	3210
Parcel Map	30	46	3211
Parcel Map	30	49	3212
Parcel Map	30	51	3213
Parcel Map	30	53	3214
Parcel Map	30	55	3215
Parcel Map	30	57	3216
Parcel Map	30	59	3217
Parcel Map	30	61	3218
Parcel Map	30	63	3219
Parcel Map	30	65	3220
Parcel Map	30	67	3221
Parcel Map	30	69	3222
Parcel Map	30	71	3223
Parcel Map	30	72	3224
Parcel Map	30	74	3225
Parcel Map	30	76	3226
Parcel Map	30	78	3227
Parcel Map	30	80	3228
Parcel Map	30	83	3229
Parcel Map	30	85	3230
Parcel Map	30	86	3231
Parcel Map	30	88	3232
Parcel Map	30	90	3233
Parcel Map	30	92	3234
Parcel Map	30	93	3235
Parcel Map	30	95	3236
Parcel Map	30	97	3237
Parcel Map	30	99	3238
Parcel Map	30	101	3239
Parcel Map	30	103	3240
Parcel Map	30	105	3241
Parcel Map	30	109	3242
Parcel Map	30	111	3243
Parcel Map	30	113	3244
Parcel Map	30	115	3245
Parcel Map	30	117	3246
Parcel Map	30	119	3247
Parcel Map	30	122	3248
Parcel Map	30	126	3249
Parcel Map	30	128	3250
Parcel Map	30	131	3251
Parcel Map	30	133	3252
Parcel Map	30	135	3253
Parcel Map	30	137	3254
Parcel Map	30	139	3255
Parcel Map	30	141	3256
Parcel Map	30	143	3257
Parcel Map	30	146	3258
Parcel Map	30	148	3259
Parcel Map	30	150	3260
Parcel Map	31	1	3261
Parcel Map	31	3	3262
Parcel Map	31	5	3263
Parcel Map	31	7	3264
Parcel Map	31	10	3265
Parcel Map	31	12	3266
Parcel Map	31	15	3267
Parcel Map	31	17	3268
Parcel Map	31	19	3269
Parcel Map	31	20	3270
Parcel Map	31	22	3271
Parcel Map	31	23	3272
Parcel Map	31	25	3273
Parcel Map	31	27	3274
Parcel Map	31	29	3275
Parcel Map	31	31	3276
Parcel Map	31	32	3277
Parcel Map	31	34	3278
Parcel Map	31	36	3279
Parcel Map	31	38	3280
Parcel Map	31	40	3281
Parcel Map	31	42	3282
Parcel Map	31	44	3283
Parcel Map	31	46	3284
Parcel Map	31	48	3285
Parcel Map	31	51	3286
Parcel Map	31	53	3287
Parcel Map	31	55	3288
Parcel Map	31	56	3289
Parcel Map	31	57	3290
Parcel Map	31	60	3291
Parcel Map	31	62	3292
Parcel Map	31	66	3293
Parcel Map	31	69	3294
Parcel Map	31	71	3295
Parcel Map	31	73	3296
Parcel Map	31	75	3297
Parcel Map	31	77	3298
Parcel Map	31	81	3299
Parcel Map	31	83	3300
Parcel Map	31	85	3301
Parcel Map	31	87	3302
Parcel Map	31	89	3303
Parcel Map	31	91	3304
Parcel Map	31	93	3305
Parcel Map	31	95	3306
Parcel Map	31	97	3307
Parcel Map	31	99	3308
Parcel Map	31	101	3309
Parcel Map	31	103	3310
Parcel Map	31	105	3311
Parcel Map	31	107	3312
Parcel Map	31	110	3313
Parcel Map	31	112	3314
Parcel Map	31	113	3315
Parcel Map	31	115	3316
Parcel Map	31	118	3317
Parcel Map	31	120	3318
Parcel Map	31	122	3319
Parcel Map	31	124	3320
Parcel Map	31	126	3321
Parcel Map	31	129	3322
Parcel Map	31	131	3323
Parcel Map	31	133	3324
Parcel Map	31	135	3325
Parcel Map	31	137	3326
Parcel Map	31	139	3327
Parcel Map	31	140	3328
Parcel Map	31	142	3329
Parcel Map	31	144	3330
Parcel Map	31	146	3331
Parcel Map	31	148	3332
Parcel Map	31	150	3333
Parcel Map	32	1	3334
Parcel Map	32	3	3335
Parcel Map	32	6	3336
Parcel Map	32	8	3337
Parcel Map	32	10	3338
Parcel Map	32	14	3339
Parcel Map	32	16	3340
Parcel Map	32	18	3341
Parcel Map	32	20	3342
Parcel Map	32	23	3343
Parcel Map	32	25	3344
Parcel Map	32	27	3345
Parcel Map	32	29	3346
Parcel Map	32	31	3347
Parcel Map	32	33	3348
Parcel Map	32	35	3349
Parcel Map	32	38	3350
Parcel Map	32	40	3351
Parcel Map	32	42	3352
Parcel Map	32	45	3353
Parcel Map	32	47	3354
Parcel Map	32	49	3355
Parcel Map	32	51	3356
Parcel Map	32	52	3357
Parcel Map	32	54	3358
Parcel Map	32	56	3359
Parcel Map	32	58	3360
Parcel Map	32	60	3361
Parcel Map	32	62	3362
Parcel Map	32	65	3363
Parcel Map	32	66	3364
Parcel Map	32	68	3365
Parcel Map	32	70	3366
Parcel Map	32	72	3367
Parcel Map	32	74	3368
Parcel Map	32	76	3369
Parcel Map	32	78	3370
Parcel Map	32	80	3371
Parcel Map	32	82	3372
Parcel Map	32	84	3373
Parcel Map	32	86	3374
Parcel Map	32	88	3375
Parcel Map	32	90	3376
Parcel Map	32	92	3377
Parcel Map	32	94	3378
Parcel Map	32	96	3379
Parcel Map	32	98	3380
Parcel Map	32	100	3381
Parcel Map	32	102	3382
Parcel Map	32	104	3383
Parcel Map	32	106	3384
Parcel Map	32	108	3385
Parcel Map	32	110	3386
Parcel Map	32	112	3387
Parcel Map	32	114	3388
Parcel Map	32	116	3389
Parcel Map	32	119	3390
Parcel Map	32	121	3391
Parcel Map	32	123	3392
Parcel Map	32	125	3393
Parcel Map	32	127	3394
Parcel Map	32	129	3395
Parcel Map	32	131	3396
Parcel Map	32	133	3397
Parcel Map	32	137	3398
Parcel Map	32	141	3399
Parcel Map	32	143	3400
Parcel Map	32	145	3401
Parcel Map	32	147	3402
Parcel Map	32	149	3403
Parcel Map	33	1	3404
Parcel Map	33	3	3405
Parcel Map	33	5	3406
Parcel Map	33	6	3407
Parcel Map	33	8	3408
Parcel Map	33	10	3409
Parcel Map	33	12	3410
Parcel Map	33	13	3411
Parcel Map	33	15	3412
Parcel Map	33	17	3413
Parcel Map	33	19	3414
Parcel Map	33	21	3415
Parcel Map	33	23	3416
Parcel Map	33	25	3417
Parcel Map	33	28	3418
Parcel Map	33	30	3419
Parcel Map	33	33	3420
Parcel Map	33	36	3421
Parcel Map	33	38	3422
Parcel Map	33	40	3423
Parcel Map	33	42	3424
Parcel Map	33	44	3425
Parcel Map	33	45	3426
Parcel Map	33	47	3427
Parcel Map	33	49	3428
Parcel Map	33	52	3429
Parcel Map	33	54	3430
Parcel Map	33	56	3431
Parcel Map	33	58	3432
Parcel Map	33	60	3433
Parcel Map	33	62	3434
Parcel Map	33	64	3435
Parcel Map	33	66	3436
Parcel Map	33	69	3437
Parcel Map	33	71	3438
Parcel Map	33	73	3439
Parcel Map	33	75	3440
Parcel Map	33	77	3441
Parcel Map	33	79	3442
Parcel Map	33	81	3443
Parcel Map	33	83	3444
Parcel Map	33	86	3445
Parcel Map	33	88	3446
Parcel Map	33	90	3447
Parcel Map	33	92	3448
Parcel Map	33	94	3449
Parcel Map	33	96	3450
Parcel Map	33	98	3451
Parcel Map	33	102	3452
Parcel Map	33	104	3453
Parcel Map	33	106	3454
Parcel Map	33	108	3455
Parcel Map	33	110	3456
Parcel Map	33	112	3457
Parcel Map	33	114	3458
Parcel Map	33	117	3459
Parcel Map	33	119	3460
Parcel Map	33	121	3461
Parcel Map	33	124	3462
Parcel Map	33	128	3463
Parcel Map	33	131	3464
Parcel Map	33	133	3465
Parcel Map	33	135	3466
Parcel Map	33	137	3467
Parcel Map	33	139	3468
Parcel Map	33	141	3469
Parcel Map	33	143	3470
Parcel Map	33	145	3471
Parcel Map	33	147	3472
Parcel Map	33	150	3473
Parcel Map	34	1	3474
Parcel Map	34	4	3475
Parcel Map	34	6	3476
Parcel Map	34	8	3477
Parcel Map	34	10	3478
Parcel Map	34	13	3479
Parcel Map	34	15	3480
Parcel Map	34	17	3481
Parcel Map	34	19	3482
Parcel Map	34	22	3483
Parcel Map	34	24	3484
Parcel Map	34	26	3485
Parcel Map	34	28	3486
Parcel Map	34	31	3487
Parcel Map	34	33	3488
Parcel Map	34	35	3489
Parcel Map	34	37	3490
Parcel Map	34	41	3491
Parcel Map	34	49	3492
Parcel Map	34	51	3493
Parcel Map	34	53	3494
Parcel Map	34	55	3495
Parcel Map	34	57	3496
Parcel Map	34	59	3497
Parcel Map	34	61	3498
Parcel Map	34	65	3499
Parcel Map	34	67	3500
Parcel Map	34	69	3501
Parcel Map	34	71	3502
Parcel Map	34	73	3503
Parcel Map	34	77	3504
Parcel Map	34	79	3505
Parcel Map	34	81	3506
Parcel Map	34	83	3507
Parcel Map	34	85	3508
Parcel Map	34	89	3509
Parcel Map	34	92	3510
Parcel Map	34	94	3511
Parcel Map	34	96	3512
Parcel Map	34	98	3513
Parcel Map	34	100	3514
Parcel Map	34	102	3515
Parcel Map	34	104	3516
Parcel Map	34	106	3517
Parcel Map	34	109	3518
Parcel Map	34	111	3519
Parcel Map	34	114	3520
Parcel Map	34	117	3521
Parcel Map	34	119	3522
Parcel Map	34	121	3523
Parcel Map	34	123	3524
Parcel Map	34	126	3525
Parcel Map	34	128	3526
Parcel Map	34	132	3527
Parcel Map	34	134	3528
Parcel Map	34	137	3529
Parcel Map	34	139	3530
Parcel Map	34	141	3531
Parcel Map	34	143	3532
Parcel Map	34	146	3533
Parcel Map	34	148	3534
Parcel Map	34	150	3535
Parcel Map	35	1	3536
Parcel Map	35	3	3537
Parcel Map	35	6	3538
Parcel Map	35	8	3539
Parcel Map	35	11	3540
Parcel Map	35	13	3541
Parcel Map	35	17	3542
Parcel Map	35	19	3543
Parcel Map	35	22	3544
Parcel Map	35	24	3545
Parcel Map	35	26	3546
Parcel Map	35	29	3547
Parcel Map	35	31	3548
Parcel Map	35	33	3549
Parcel Map	35	35	3550
Parcel Map	35	38	3551
Parcel Map	35	40	3552
Parcel Map	35	42	3553
Parcel Map	35	46	3554
Parcel Map	35	48	3555
Parcel Map	35	50	3556
Parcel Map	35	53	3557
Parcel Map	35	55	3558
Parcel Map	35	58	3559
Parcel Map	35	60	3560
Parcel Map	35	64	3561
Parcel Map	35	67	3562
Parcel Map	35	69	3563
Parcel Map	35	73	3564
Parcel Map	35	75	3565
Parcel Map	35	77	3566
Parcel Map	35	79	3567
Parcel Map	35	81	3568
Parcel Map	35	84	3569
Parcel Map	35	86	3570
Parcel Map	35	88	3571
Parcel Map	35	90	3572
Parcel Map	35	94	3573
Parcel Map	35	98	3574
Parcel Map	35	100	3575
Parcel Map	35	102	3576
Parcel Map	35	104	3577
Parcel Map	35	112	3578
Parcel Map	35	113	3579
Parcel Map	35	119	3580
Parcel Map	35	123	3581
Parcel Map	35	125	3582
Parcel Map	35	128	3583
Parcel Map	35	131	3584
Parcel Map	35	133	3585
Parcel Map	35	135	3586
Parcel Map	35	137	3587
Parcel Map	35	139	3588
Parcel Map	35	142	3589
Parcel Map	35	144	3590
Parcel Map	35	147	3591
Parcel Map	35	149	3592
Parcel Map	36	1	3593
Parcel Map	36	5	3594
Parcel Map	36	7	3595
Parcel Map	36	10	3596
Parcel Map	36	12	3597
Parcel Map	36	14	3598
Parcel Map	36	16	3599
Parcel Map	36	18	3600
Parcel Map	36	20	3601
Parcel Map	36	22	3602
Parcel Map	36	24	3603
Parcel Map	36	26	3604
Parcel Map	36	28	3605
Parcel Map	36	31	3606
Parcel Map	36	36	3607
Parcel Map	36	38	3608
Parcel Map	36	41	3609
Parcel Map	36	43	3610
Parcel Map	36	45	3611
(3620 rows)
